,emoji,count(emoji),avg(Anger),avg(Anticipation),avg(Disgust),avg(Fear),avg(Joy),avg(Sadness),avg(Surprise),avg(Trust)
782,"['😭', '🤔']",3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
783,"['🔥', '👇', '🤣']",1,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
784,"['‼', '🔥', '👉']",17,0.23529411764705882,0.9411764705882353,0.0,1.0,0.17647058823529413,0.23529411764705882,0.058823529411764705,1.2352941176470589
785,"['‼', '❗']",13,0.0,0.07692307692307693,0.0,0.0,0.07692307692307693,0.0,0.0,0.07692307692307693
786,"['‼', '🙄']",1,1.0,4.0,2.0,0.0,3.0,2.0,3.0,3.0
787,"['❤', '🙏', '👀']",1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
788,"['🎉', '✅', '💥']",1,0.0,2.0,0.0,0.0,2.0,0.0,2.0,3.0
789,"['🔥', '➡', '⚡']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
790,"['🔥', '🔴']",15,0.4666666666666667,0.5333333333333333,0.4,0.5333333333333333,0.26666666666666666,0.5333333333333333,0.2,0.5333333333333333
791,"['⚽', '💥']",14,0.42857142857142855,0.42857142857142855,0.0,0.14285714285714285,0.2857142857142857,0.35714285714285715,0.07142857142857142,0.6428571428571429
792,"['🇧🇷', '✨']",2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
793,"['😭', '💔', '✨', '🤣', '🥰', '👀', '❤', '🚨', '💥']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
794,"['👇', '👉', '⚡']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
795,"['⭐', '🔥']",7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
796,"['🙏', '👉']",44,0.11363636363636363,0.2727272727272727,0.20454545454545456,0.1590909090909091,0.22727272727272727,0.18181818181818182,0.1590909090909091,0.25
797,"['🎉', '👉']",11,0.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.2727272727272727,0.0,0.18181818181818182,0.45454545454545453
798,"['😭', '✨']",2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
799,"['😂', '❤', '🥰']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,"['🙏', '💔', '💥']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
801,"['😂', '👉', '👇', '🔴', '❗']",1,2.0,1.0,2.0,3.0,0.0,3.0,0.0,0.0
802,['🇧🇷'],208,0.10096153846153846,0.46153846153846156,0.09615384615384616,0.5769230769230769,0.40865384615384615,0.19230769230769232,0.27403846153846156,0.6057692307692307
803,"['😂', '❤']",33,0.0,0.18181818181818182,0.0,0.030303030303030304,0.18181818181818182,0.030303030303030304,0.06060606060606061,0.15151515151515152
804,"['🔥', '👉', '📌']",5,0.2,0.6,0.0,0.4,0.2,0.2,0.2,0.2
805,['❗'],996,0.0853413654618474,0.20180722891566266,0.06927710843373494,0.1355421686746988,0.1214859437751004,0.1355421686746988,0.0783132530120482,0.18072289156626506
806,"['👉', '📍']",129,0.07751937984496124,0.9147286821705426,0.015503875968992248,0.06201550387596899,0.6046511627906976,0.4263565891472868,0.5813953488372093,0.6744186046511628
807,"['🔥', '⚽']",63,0.2857142857142857,0.3968253968253968,0.12698412698412698,0.2698412698412698,0.2857142857142857,0.2222222222222222,0.2222222222222222,0.3492063492063492
808,"['🔥', '🎉']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
809,"['🇧🇷', '⚽']",68,0.029411764705882353,0.10294117647058823,0.029411764705882353,0.29411764705882354,0.08823529411764706,0.014705882352941176,0.058823529411764705,0.1323529411764706
810,"['👇', '🚨', '⚡']",1,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0
811,"['✅', '💥']",9,0.0,0.4444444444444444,0.1111111111111111,0.0,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.6666666666666666
812,"['❗', '📌']",4,0.0,0.5,0.0,0.0,0.75,0.25,0.25,0.75
813,"['😎', '👇', '👉']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
814,"['❤', '‼', '⚠']",1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
815,"['❌', '👉', '🔴']",2,3.0,1.0,1.5,3.0,1.0,4.5,1.0,2.0
816,"['🇫🇷', '⚽']",2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
817,"['🔥', '❗']",2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
818,"['⭐', '🚨', '📌']",1,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
819,"['🔥', '⚽', '💥']",1,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
820,"['❌', '🚨', '⚠']",1,2.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0
821,"['😂', '‼', '✨']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822,"['👉', '🔴', '👀']",1,1.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0
823,"['⭐', '❤', '🙏']",9,0.0,0.6666666666666666,0.0,0.0,0.4444444444444444,0.0,0.4444444444444444,0.4444444444444444
824,"['❤', '🔥', '⚡']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
825,"['⚠', '❗']",37,1.1891891891891893,0.5405405405405406,1.1891891891891893,1.7297297297297298,0.0,2.0,0.0,1.0
826,"['‼', '✨', '⚡']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
827,"['😂', '🤔', '🔴']",1,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0
828,"['😭', '✨', '❗', '⚡']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829,"['⚽', '🥺']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830,"['❤', '😎', '🙏', '🔥']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831,"['🔥', '👀', '⚠']",1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
832,"['‼', '🔴', '⚠']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833,"['👇', '⚽', '⚠']",10,0.1,0.1,1.0,0.3,0.1,0.0,0.2,0.0
834,"['🇧🇷', '👇', '⚽']",1,0.0,2.0,0.0,1.0,1.0,0.0,2.0,4.0
835,"['🔥', '🚨', '❗']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836,"['😩', '🙄']",2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
837,"['🤔', '👉']",72,0.08333333333333333,0.375,0.1527777777777778,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.3194444444444444,0.4722222222222222
838,"['❌', '🇫🇷']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839,"['✨', '🥺']",2,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.5
840,"['👉', '⚽', '🔴', '✅']",1,2.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0
841,"['🚨', '✨']",6,0.0,2.5,0.0,0.8333333333333334,0.8333333333333334,0.0,0.8333333333333334,0.8333333333333334
842,"['❌', '✅', '📌']",4,0.0,0.75,0.0,0.25,0.75,0.25,0.0,1.75
843,"['➡', '✅', '💥']",1,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0
844,"['🇫🇷', '👉', '🔴']",2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845,"['🙏', '🤔']",3,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,2.0
846,"['🇧🇷', '❤', '✨']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847,"['🎉', '👇']",6,0.0,0.6666666666666666,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.6666666666666666,1.1666666666666667
848,"['🇧🇷', '👉']",2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849,"['😂', '🔥', '🤔']",5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
850,"['🚨', '👀']",26,0.11538461538461539,0.0,0.0,0.11538461538461539,0.0,0.15384615384615385,0.0,0.6153846153846154
851,"['➡', '⚠']",57,0.5964912280701754,0.3333333333333333,0.15789473684210525,0.8596491228070176,0.42105263157894735,0.45614035087719296,0.22807017543859648,0.7543859649122807
852,"['➡', '👇', '🔴']",7,0.0,1.0,0.0,0.8571428571428571,0.8571428571428571,1.0,0.8571428571428571,2.5714285714285716
853,"['‼', '➡', '🚨', '💥', '🔥', '📍']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
854,"['‼', '💥', '⚠']",12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
855,"['✅', '📍']",36,0.1388888888888889,0.4444444444444444,0.1111111111111111,0.08333333333333333,0.1388888888888889,0.19444444444444445,0.08333333333333333,0.4166666666666667
856,"['⚽', '👇', '✅']",1,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
857,"['‼', '👀']",20,0.05,1.5,0.0,0.05,1.5,0.0,0.75,0.8
858,"['🙏', '➡']",130,0.0,0.03076923076923077,0.0,0.038461538461538464,0.05384615384615385,0.015384615384615385,0.0,0.05384615384615385
859,"['👇', '➡', '⚽']",12,0.08333333333333333,1.0,0.0,0.08333333333333333,1.0,0.25,0.0,1.0833333333333333
860,"['❌', '➡', '👇']",3,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
861,"['‼', '➡', '❌', '💥']",1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
862,"['❤', '🔥']",133,0.05263157894736842,0.39849624060150374,0.06766917293233082,0.05263157894736842,0.3609022556390977,0.08270676691729323,0.3458646616541353,0.3684210526315789
863,"['🔥', '🔴', '⚡', '💥']",36,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.0,0.0
864,"['📌', '📍']",1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0
865,"['‼', '🙏']",16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
866,"['👇', '📍', '📌']",8,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
867,"['➡', '✨']",28,0.0,0.4642857142857143,0.0,0.03571428571428571,0.4642857142857143,0.0,0.0,0.6071428571428571
868,"['😎', '⚽', '👉']",20,0.2,0.15,0.15,0.5,0.1,0.1,0.05,0.25
869,"['😎', '📍']",5,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0
870,"['🙏', '🤔', '👀']",1,0.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0
871,"['😂', '🤡']",3,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666
872,"['‼', '✅', '📌']",10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
873,['👇'],5082,0.31129476584022037,0.4903581267217631,0.2878787878787879,0.4035812672176309,0.3689492325855962,0.3274301456119638,0.2327823691460055,0.6648957103502559
874,"['👉', '❗']",75,0.12,0.32,0.13333333333333333,0.18666666666666668,0.30666666666666664,0.21333333333333335,0.08,0.6
875,"['🙏', '🎉']",20,0.0,1.45,0.1,0.1,2.15,0.2,1.3,1.7
876,"['😂', '😎', '🤣']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
877,"['👇', '🤔', '🤡']",1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
878,"['🔥', '👉', '✨']",1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
879,"['🙏', '🙄']",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
880,['❤'],7349,0.06123282079194448,0.23758334467274458,0.048305891958089535,0.09089672064226426,0.32698326302898356,0.10464008708667846,0.09606749217580624,0.3498435161246428
881,['🥰'],716,0.05726256983240224,0.3407821229050279,0.0893854748603352,0.08798882681564246,0.40502793296089384,0.15502793296089384,0.16620111731843576,0.40502793296089384
882,"['🔥', '📌']",11,0.7272727272727273,0.45454545454545453,0.8181818181818182,0.8181818181818182,1.1818181818181819,0.6363636363636364,1.0,0.6363636363636364
883,"['🙏', '🔴']",50,0.02,0.26,0.04,0.12,0.5,0.1,0.24,0.32
